Source,Target
2509,15698
2509,11668
2509,7247
2509,2853
2509,17175
2509,6829
2509,2112
2509,6138
2509,7365
6262,15698
6262,11668
6262,7247
6262,2853
6262,17175
6262,6829
6262,2112
6262,6138
6262,7365
15698,11668
15698,7247
15698,2853
15698,17175
15698,6829
15698,2112
15698,6138
15698,7365
11668,7247
11668,2853
11668,17175
11668,6829
11668,2112
11668,6138
11668,7365
7247,2853
7247,17175
7247,6829
7247,2112
7247,6138
7247,7365
2853,17175
2853,6829
2853,2112
2853,6138
2853,7365
17175,6829
17175,2112
17175,6138
17175,7365
6829,2112
6829,6138
6829,7365
2112,6138
2112,7365
6138,7365
205,167
205,1201
167,1201
304,2509
6512,9446
6512,14156
9446,14156
7608,2509
7608,8676
7608,4131
2509,8676
2509,4131
8676,4131
7608,2509
7608,6361
2509,6361
4732,3249
4732,2398
4732,4281
3249,2398
3249,4281
2398,4281
19234,3123
19234,9898
19234,9658
19234,13666
19234,6512
19234,8173
19234,750
3123,9898
3123,9658
3123,13666
3123,6512
3123,8173
3123,750
9898,9658
9898,13666
9898,6512
9898,8173
9898,750
9658,13666
9658,6512
9658,8173
9658,750
13666,6512
13666,8173
13666,750
6512,8173
6512,750
8173,750
6616,2509
6616,24897
6616,7608
6616,2120
6616,1637
6616,2190
2509,24897
2509,7608
2509,2120
2509,1637
2509,2190
24897,7608
24897,2120
24897,1637
24897,2190
7608,2120
7608,1637
7608,2190
2120,1637
2120,2190
1637,2190
6312,6457
6312,5921
6457,5921
2509,2559
3172,857
3172,7132
857,7132
7608,7660
7608,4369
7608,10296
7608,8657
7660,4369
7660,10296
7660,8657
4369,10296
4369,8657
10296,8657
9675,4281
9675,8173
9675,7660
4281,8173
4281,7660
8173,7660
3322,9599
3322,6262
9599,6262
1629,11387
1629,8682
1629,3442
1629,6559
1629,3102
1629,8945
1629,7365
1629,7767
1629,1868
1629,315
11387,8682
11387,3442
11387,6559
11387,3102
11387,8945
11387,7365
11387,7767
11387,1868
11387,315
8682,3442
8682,6559
8682,3102
8682,8945
8682,7365
8682,7767
8682,1868
8682,315
3442,6559
3442,3102
3442,8945
3442,7365
3442,7767
3442,1868
3442,315
6559,3102
6559,8945
6559,7365
6559,7767
6559,1868
6559,315
3102,8945
3102,7365
3102,7767
3102,1868
3102,315
8945,7365
8945,7767
8945,1868
8945,315
7365,7767
7365,1868
7365,315
7767,1868
7767,315
1868,315
6758,6830
8173,7608
2509,10450
2509,9630
2509,9923
2509,9895
2509,4757
10450,9630
10450,9923
10450,9895
10450,4757
9630,9923
9630,9895
9630,4757
9923,9895
9923,4757
9895,4757
7608,3587
6312,6262
2894,2509
2894,3442
2509,3442
6559,5638
6559,6249
5638,6249
10450,6262
6249,2509
6312,13675
18962,18962
18962,2509
18962,22254
18962,15639
18962,2509
18962,22254
18962,15639
2509,22254
2509,15639
22254,15639
8173,2133
8173,10450
8173,9610
2133,10450
2133,9610
10450,9610
6423,2406
6423,9446
6423,2821
6423,2398
6423,5638
6423,10558
2406,9446
2406,2821
2406,2398
2406,5638
2406,10558
9446,2821
9446,2398
9446,5638
9446,10558
2821,2398
2821,5638
2821,10558
2398,5638
2398,10558
5638,10558
226,8173
226,9599
8173,9599
5554,9599
5554,6611
9599,6611
7608,7608
7608,2509
3470,4701
3470,2654
3470,3327
3470,5249
3470,6558
3470,6559
3470,7795
4701,2654
4701,3327
4701,5249
4701,6558
4701,6559
4701,7795
2654,3327
2654,5249
2654,6558
2654,6559
2654,7795
3327,5249
3327,6558
3327,6559
3327,7795
5249,6558
5249,6559
5249,7795
6558,6559
6558,7795
6559,7795
7608,3327
1562,2951
1562,2827
2951,2827
11634,3322
11634,3265
11634,1334
11634,2398
3322,3265
3322,1334
3322,2398
3265,1334
3265,2398
1334,2398
2509,6262
2559,2509
470,7608
470,2509
470,4725
470,469
7608,2509
7608,4725
7608,469
2509,4725
2509,469
4725,469
2559,2509
2509,7660
2509,2559
7660,2559
2509,7660
16109,6559
16109,470
16109,5638
6559,470
6559,5638
470,5638
2509,6312
9914,2509
9914,2120
9914,6481
9914,1637
9914,1867
9914,1868
9914,6330
9914,6758
2509,2120
2509,6481
2509,1637
2509,1867
2509,1868
2509,6330
2509,6758
2120,6481
2120,1637
2120,1867
2120,1868
2120,6330
2120,6758
6481,1637
6481,1867
6481,1868
6481,6330
6481,6758
1637,1867
1637,1868
1637,6330
1637,6758
1867,1868
1867,6330
1867,6758
1868,6330
1868,6758
6330,6758
6758,6559
2509,304
6616,6830
6616,8657
6830,8657
3327,6262
3327,12428
3327,1334
6262,12428
6262,1334
12428,1334
2509,10322
2509,7608
10322,7608
9639,9599
9923,2509
9923,10450
9923,7660
2509,10450
2509,7660
10450,7660
4811,2246
4811,3108
4811,304
4811,469
4811,470
4811,6262
2246,3108
2246,304
2246,469
2246,470
2246,6262
3108,304
3108,469
3108,470
3108,6262
304,469
304,470
304,6262
469,470
469,6262
470,6262
19866,1334
19866,3327
1334,3327
2509,10022
2509,9103
2509,9097
10022,9103
10022,9097
9103,9097
6560,855
6560,2509
6560,874
6560,2506
6560,407
6560,2559
855,2509
855,874
855,2506
855,407
855,2559
2509,874
2509,2506
2509,407
2509,2559
874,2506
874,407
874,2559
2506,407
2506,2559
407,2559
9751,12667
9751,6758
9751,6830
12667,6758
12667,6830
6758,6830
1334,167
1334,2114
1334,7221
1334,5638
167,2114
167,7221
167,5638
2114,7221
2114,5638
7221,5638
304,16226
3312,2509
3312,2406
3312,470
3312,17937
3312,6868
3312,2112
2509,2406
2509,470
2509,17937
2509,6868
2509,2112
2406,470
2406,17937
2406,6868
2406,2112
470,17937
470,6868
470,2112
17937,6868
17937,2112
6868,2112
9727,3587
2509,7608
8173,304
8173,8657
8173,6423
304,8657
304,6423
8657,6423
8173,304
8173,2007
8173,470
304,2007
304,470
2007,470
13668,13946
11422,8173
11422,6312
11422,3989
8173,6312
8173,3989
6312,3989
6512,6266
6512,2509
6512,7660
6512,3646
6512,1201
6512,315
6512,4141
6512,2774
6266,2509
6266,7660
6266,3646
6266,1201
6266,315
6266,4141
6266,2774
2509,7660
2509,3646
2509,1201
2509,315
2509,4141
2509,2774
7660,3646
7660,1201
7660,315
7660,4141
7660,2774
3646,1201
3646,315
3646,4141
3646,2774
1201,315
1201,4141
1201,2774
315,4141
315,2774
4141,2774
7608,7660
2007,2114
2007,2509
2007,7608
2007,3993
2114,2509
2114,7608
2114,3993
2509,7608
2509,3993
7608,3993
3587,3442
3587,5971
3587,3102
3587,3108
3442,5971
3442,3102
3442,3108
5971,3102
5971,3108
3102,3108
9599,6262
6424,2509
6424,2559
2509,2559
19090,2509
19090,304
2509,304
6758,2509
2559,2509
12428,6262
855,9593
855,6312
9593,6312
16226,7608
2827,2008
2827,2509
2008,2509
2007,4229
2007,6512
4229,6512
304,7608
304,10987
304,21084
304,3985
7608,10987
7608,21084
7608,3985
10987,21084
10987,3985
21084,3985
3327,4229
1829,2559
1829,6559
2559,6559
6967,18161
6967,2509
6967,15304
6967,7608
18161,2509
18161,15304
18161,7608
2509,15304
2509,7608
15304,7608
1874,6413
1874,4281
6413,4281
2509,2559
3315,6830
3315,2509
6830,2509
22254,6758
2942,2942
2942,20356
2942,1629
2942,2114
2942,15399
2942,3235
2942,2509
2942,12428
2942,20356
2942,1629
2942,2114
2942,15399
2942,3235
2942,2509
2942,12428
20356,1629
20356,2114
20356,15399
20356,3235
20356,2509
20356,12428
1629,2114
1629,15399
1629,3235
1629,2509
1629,12428
2114,15399
2114,3235
2114,2509
2114,12428
15399,3235
15399,2509
15399,12428
3235,2509
3235,12428
2509,12428
6262,6312
4229,2509
2509,7608
6262,7211
6262,10450
7211,10450
6266,6312
6266,2509
6312,2509
3315,3587
3315,1637
3315,2654
3315,2120
3587,1637
3587,2654
3587,2120
1637,2654
1637,2120
2654,2120
857,2509
857,2951
857,5135
857,4342
2509,2951
2509,5135
2509,4342
2951,5135
2951,4342
5135,4342
5249,7563
5249,7563
5249,7608
5249,1637
5249,2120
5249,2654
5249,7102
5249,3102
5249,7608
5249,5249
5249,5047
5249,2509
5249,7563
5249,2120
5249,1637
5249,3308
5249,5622
5249,5288
5249,4785
7563,7563
7563,7608
7563,1637
7563,2120
7563,2654
7563,7102
7563,3102
7563,7608
7563,5249
7563,5047
7563,2509
7563,7563
7563,2120
7563,1637
7563,3308
7563,5622
7563,5288
7563,4785
7563,7608
7563,1637
7563,2120
7563,2654
7563,7102
7563,3102
7563,7608
7563,5249
7563,5047
7563,2509
7563,7563
7563,2120
7563,1637
7563,3308
7563,5622
7563,5288
7563,4785
7608,1637
7608,2120
7608,2654
7608,7102
7608,3102
7608,7608
7608,5249
7608,5047
7608,2509
7608,7563
7608,2120
7608,1637
7608,3308
7608,5622
7608,5288
7608,4785
1637,2120
1637,2654
1637,7102
1637,3102
1637,7608
1637,5249
1637,5047
1637,2509
1637,7563
1637,2120
1637,1637
1637,3308
1637,5622
1637,5288
1637,4785
2120,2654
2120,7102
2120,3102
2120,7608
2120,5249
2120,5047
2120,2509
2120,7563
2120,2120
2120,1637
2120,3308
2120,5622
2120,5288
2120,4785
2654,7102
2654,3102
2654,7608
2654,5249
2654,5047
2654,2509
2654,7563
2654,2120
2654,1637
2654,3308
2654,5622
2654,5288
2654,4785
7102,3102
7102,7608
7102,5249
7102,5047
7102,2509
7102,7563
7102,2120
7102,1637
7102,3308
7102,5622
7102,5288
7102,4785
3102,7608
3102,5249
3102,5047
3102,2509
3102,7563
3102,2120
3102,1637
3102,3308
3102,5622
3102,5288
3102,4785
7608,5249
7608,5047
7608,2509
7608,7563
7608,2120
7608,1637
7608,3308
7608,5622
7608,5288
7608,4785
5249,5047
5249,2509
5249,7563
5249,2120
5249,1637
5249,3308
5249,5622
5249,5288
5249,4785
5047,2509
5047,7563
5047,2120
5047,1637
5047,3308
5047,5622
5047,5288
5047,4785
2509,7563
2509,2120
2509,1637
2509,3308
2509,5622
2509,5288
2509,4785
7563,2120
7563,1637
7563,3308
7563,5622
7563,5288
7563,4785
2120,1637
2120,3308
2120,5622
2120,5288
2120,4785
1637,3308
1637,5622
1637,5288
1637,4785
3308,5622
3308,5288
3308,4785
5622,5288
5622,4785
5288,4785
4765,9910
4765,9910
4765,21443
4765,9910
4765,4765
4765,5308
4765,21443
4765,5308
4765,4765
4765,21447
4765,5308
9910,9910
9910,21443
9910,9910
9910,4765
9910,5308
9910,21443
9910,5308
9910,4765
9910,21447
9910,5308
9910,21443
9910,9910
9910,4765
9910,5308
9910,21443
9910,5308
9910,4765
9910,21447
9910,5308
21443,9910
21443,4765
21443,5308
21443,21443
21443,5308
21443,4765
21443,21447
21443,5308
9910,4765
9910,5308
9910,21443
9910,5308
9910,4765
9910,21447
9910,5308
4765,5308
4765,21443
4765,5308
4765,4765
4765,21447
4765,5308
5308,21443
5308,5308
5308,4765
5308,21447
5308,5308
21443,5308
21443,4765
21443,21447
21443,5308
5308,4765
5308,21447
5308,5308
4765,21447
4765,5308
21447,5308
9593,6262
9593,6249
6262,6249
6249,2509
2509,1334
12667,2559
12667,2509
2559,2509
6262,5638
6262,13946
6262,9599
5638,13946
5638,9599
13946,9599
6616,6830
12667,4369
12667,15399
12667,7608
12667,7660
4369,15399
4369,7608
4369,7660
15399,7608
15399,7660
7608,7660
6758,2509
7238,3298
7238,2406
3298,2406
8173,10450
10117,7563
10117,2509
10117,7608
7563,2509
7563,7608
2509,7608
4281,7608
7660,7608
167,295
167,851
167,2182
167,988
295,851
295,2182
295,988
851,2182
851,988
2182,988
4725,5638
4725,6088
4725,470
4725,12428
4725,12667
4725,13946
5638,6088
5638,470
5638,12428
5638,12667
5638,13946
6088,470
6088,12428
6088,12667
6088,13946
470,12428
470,12667
470,13946
12428,12667
12428,13946
12667,13946
21785,6262
21785,8173
21785,6702
21785,5801
21785,5553
21785,2007
21785,470
21785,5802
21785,5554
21785,7608
6262,8173
6262,6702
6262,5801
6262,5553
6262,2007
6262,470
6262,5802
6262,5554
6262,7608
8173,6702
8173,5801
8173,5553
8173,2007
8173,470
8173,5802
8173,5554
8173,7608
6702,5801
6702,5553
6702,2007
6702,470
6702,5802
6702,5554
6702,7608
5801,5553
5801,2007
5801,470
5801,5802
5801,5554
5801,7608
5553,2007
5553,470
5553,5802
5553,5554
5553,7608
2007,470
2007,5802
2007,5554
2007,7608
470,5802
470,5554
470,7608
5802,5554
5802,7608
5554,7608
1334,6758
16226,12428
7608,24897
7608,9593
24897,9593
5314,20490
5314,304
5314,6330
5314,6262
20490,304
20490,6330
20490,6262
304,6330
304,6262
6330,6262
8173,10450
10444,6758
10444,15399
10444,4754
10444,2509
6758,15399
6758,4754
6758,2509
15399,4754
15399,2509
4754,2509
847,851
847,1213
851,1213
3327,2120
3327,1637
3327,1334
2120,1637
2120,1334
1637,1334
18590,10450
2509,12428
2509,10952
12428,10952
1637,9599
1637,9610
9599,9610
7173,6798
7173,7660
7173,11817
7173,6249
7173,2509
7173,10993
7173,11118
6798,7660
6798,11817
6798,6249
6798,2509
6798,10993
6798,11118
7660,11817
7660,6249
7660,2509
7660,10993
7660,11118
11817,6249
11817,2509
11817,10993
11817,11118
6249,2509
6249,10993
6249,11118
2509,10993
2509,11118
10993,11118
7608,6262
8657,6559
8657,9610
6559,9610
1334,2951
10450,6262
2509,857
2509,6262
2509,304
857,6262
857,304
6262,304
8394,6758
8394,2509
6758,2509
2509,6249
2509,6262
2509,7660
6249,6262
6249,7660
6262,7660
8657,7608
8657,2509
7608,2509
6490,5802
6490,2509
6490,304
6490,3984
5802,2509
5802,304
5802,3984
2509,304
2509,3984
304,3984
8173,13946
8173,4199
13946,4199
6559,4221
6559,5801
6559,5314
6559,6559
4221,5801
4221,5314
4221,6559
5801,5314
5801,6559
5314,6559
304,2509
8026,2509
6249,6262
8173,12428
6312,5638
6312,8644
6312,2398
6312,6262
6312,2654
5638,8644
5638,2398
5638,6262
5638,2654
8644,2398
8644,6262
8644,2654
2398,6262
2398,2654
6262,2654
6262,6312
6559,2559
6559,857
6559,2654
2559,857
2559,2654
857,2654
1334,1334
1334,1629
1334,1629
4031,4031
4031,3327
4031,9610
4031,3327
4031,9610
3327,9610
9599,9599
2559,3327
2559,5135
3327,5135
12773,6830
12773,4811
12773,6312
12773,9035
12773,8173
12773,11091
6830,4811
6830,6312
6830,9035
6830,8173
6830,11091
4811,6312
4811,9035
4811,8173
4811,11091
6312,9035
6312,8173
6312,11091
9035,8173
9035,11091
8173,11091
7660,7608
3327,4811
3327,8173
3327,304
3327,6356
4811,8173
4811,304
4811,6356
8173,304
8173,6356
304,6356
6249,8173
4757,304
4757,2509
4757,6262
304,2509
304,6262
2509,6262
1961,2537
1961,315
1961,1201
1961,857
1961,3587
1961,1533
1961,6413
1961,9610
2537,315
2537,1201
2537,857
2537,3587
2537,1533
2537,6413
2537,9610
315,1201
315,857
315,3587
315,1533
315,6413
315,9610
1201,857
1201,3587
1201,1533
1201,6413
1201,9610
857,3587
857,1533
857,6413
857,9610
3587,1533
3587,6413
3587,9610
1533,6413
1533,9610
6413,9610
7660,304
857,7608
857,6262
857,2509
857,988
7608,6262
7608,2509
7608,988
6262,2509
6262,988
2509,988
1227,2509
1227,2559
2509,2559
8758,2827
7608,7608
9610,304
7608,6330
7608,2112
7608,470
7608,2007
7608,8173
6330,2112
6330,470
6330,2007
6330,8173
2112,470
2112,2007
2112,8173
470,2007
470,8173
2007,8173
304,6262
2509,304
6349,7608
6349,2509
6349,7660
7608,2509
7608,7660
2509,7660
2509,6249
7608,8758
7608,16023
7608,19491
7608,15802
8758,16023
8758,19491
8758,15802
16023,19491
16023,15802
19491,15802
2509,6249
2509,8925
6249,8925
6262,9636
6262,2821
9636,2821
6249,2509
1334,2951
5249,7608
5249,1637
5249,7366
5249,7660
5249,4369
5249,12667
5249,7247
7608,1637
7608,7366
7608,7660
7608,4369
7608,12667
7608,7247
1637,7366
1637,7660
1637,4369
1637,12667
1637,7247
7366,7660
7366,4369
7366,12667
7366,7247
7660,4369
7660,12667
7660,7247
4369,12667
4369,7247
12667,7247
5538,8173
5538,3442
8173,3442
8173,6758
2559,2509
2559,16023
2509,16023
3587,4281
3587,7608
4281,7608
2894,2951
2894,855
2894,5133
2894,6831
2951,855
2951,5133
2951,6831
855,5133
855,6831
5133,6831
2509,304
857,2537
857,4811
857,2537
857,2406
857,2509
2537,4811
2537,2537
2537,2406
2537,2509
4811,2537
4811,2406
4811,2509
2537,2406
2537,2509
2406,2509
4369,10237
4369,7193
4369,2951
10237,7193
10237,2951
7193,2951
8173,2631
8173,16226
8173,4811
8173,5047
8173,5622
8173,9469
8173,2007
8173,2853
2631,16226
2631,4811
2631,5047
2631,5622
2631,9469
2631,2007
2631,2853
16226,4811
16226,5047
16226,5622
16226,9469
16226,2007
16226,2853
4811,5047
4811,5622
4811,9469
4811,2007
4811,2853
5047,5622
5047,9469
5047,2007
5047,2853
5622,9469
5622,2007
5622,2853
9469,2007
9469,2853
2007,2853
6616,6457
6616,12428
6616,5249
12428,5249
9737,20516
9737,6266
20516,6266
304,988
304,7047
304,2114
304,4882
988,7047
988,2114
988,4882
7047,2114
7047,4882
2114,4882
2951,2827
2951,4485
2951,6282
2827,4485
2827,6282
4485,6282
2559,857
205,3442
2007,6088
2007,8644
2007,7608
2007,6262
6088,8644
6088,7608
6088,6262
8644,7608
8644,6262
7608,6262
304,16226
304,18639
304,1486
16226,18639
16226,1486
18639,1486
11138,2559
11138,2509
2559,2509
6249,6262
4725,7224
4725,22254
7224,22254
6249,6262
1527,1334
1527,857
1334,857
6512,6457
6512,1334
6457,1334
7608,2509
304,16226
7660,6262
7660,1474
7660,2122
7660,5249
6262,1474
6262,2122
6262,5249
1474,2122
1474,5249
2122,5249
10614,22254
10614,304
10614,21447
10614,2509
10614,13946
10614,10450
10614,6262
10614,6830
10614,6638
10614,1868
10614,1660
10614,6570
10614,15245
10614,2617
10614,7735
10614,10322
10614,5935
10614,3046
10614,1201
10614,7767
10614,5400
10614,7925
10614,5971
10614,762
10614,6212
10614,10627
10614,2580
10614,2007
10614,6112
10614,2774
10614,3639
10614,5831
10614,1805
10614,3076
10614,5935
10614,12767
10614,15250
10614,8526
10614,1961
10614,226
10614,8866
10614,3786
22254,304
22254,21447
22254,2509
22254,13946
22254,10450
22254,6262
22254,6830
22254,6638
22254,1868
22254,1660
22254,6570
22254,15245
22254,2617
22254,7735
22254,10322
22254,5935
22254,3046
22254,1201
22254,7767
22254,5400
22254,7925
22254,5971
22254,762
22254,6212
22254,10627
22254,2580
22254,2007
22254,6112
22254,2774
22254,3639
22254,5831
22254,1805
22254,3076
22254,5935
22254,12767
22254,15250
22254,8526
22254,1961
22254,226
22254,8866
22254,3786
304,21447
304,2509
304,13946
304,10450
304,6262
304,6830
304,6638
304,1868
304,1660
304,6570
304,15245
304,2617
304,7735
304,10322
304,5935
304,3046
304,1201
304,7767
304,5400
304,7925
304,5971
304,762
304,6212
304,10627
304,2580
304,2007
304,6112
304,2774
304,3639
304,5831
304,1805
304,3076
304,5935
304,12767
304,15250
304,8526
304,1961
304,226
304,8866
304,3786
21447,2509
21447,13946
21447,10450
21447,6262
21447,6830
21447,6638
21447,1868
21447,1660
21447,6570
21447,15245
21447,2617
21447,7735
21447,10322
21447,5935
21447,3046
21447,1201
21447,7767
21447,5400
21447,7925
21447,5971
21447,762
21447,6212
21447,10627
21447,2580
21447,2007
21447,6112
21447,2774
21447,3639
21447,5831
21447,1805
21447,3076
21447,5935
21447,12767
21447,15250
21447,8526
21447,1961
21447,226
21447,8866
21447,3786
2509,13946
2509,10450
2509,6262
2509,6830
2509,6638
2509,1868
2509,1660
2509,6570
2509,15245
2509,2617
2509,7735
2509,10322
2509,5935
2509,3046
2509,1201
2509,7767
2509,5400
2509,7925
2509,5971
2509,762
2509,6212
2509,10627
2509,2580
2509,2007
2509,6112
2509,2774
2509,3639
2509,5831
2509,1805
2509,3076
2509,5935
2509,12767
2509,15250
2509,8526
2509,1961
2509,226
2509,8866
2509,3786
13946,10450
13946,6262
13946,6830
13946,6638
13946,1868
13946,1660
13946,6570
13946,15245
13946,2617
13946,7735
13946,10322
13946,5935
13946,3046
13946,1201
13946,7767
13946,5400
13946,7925
13946,5971
13946,762
13946,6212
13946,10627
13946,2580
13946,2007
13946,6112
13946,2774
13946,3639
13946,5831
13946,1805
13946,3076
13946,5935
13946,12767
13946,15250
13946,8526
13946,1961
13946,226
13946,8866
13946,3786
10450,6262
10450,6830
10450,6638
10450,1868
10450,1660
10450,6570
10450,15245
10450,2617
10450,7735
10450,10322
10450,5935
10450,3046
10450,1201
10450,7767
10450,5400
10450,7925
10450,5971
10450,762
10450,6212
10450,10627
10450,2580
10450,2007
10450,6112
10450,2774
10450,3639
10450,5831
10450,1805
10450,3076
10450,5935
10450,12767
10450,15250
10450,8526
10450,1961
10450,226
10450,8866
10450,3786
6262,6830
6262,6638
6262,1868
6262,1660
6262,6570
6262,15245
6262,2617
6262,7735
6262,10322
6262,5935
6262,3046
6262,1201
6262,7767
6262,5400
6262,7925
6262,5971
6262,762
6262,6212
6262,10627
6262,2580
6262,2007
6262,6112
6262,2774
6262,3639
6262,5831
6262,1805
6262,3076
6262,5935
6262,12767
6262,15250
6262,8526
6262,1961
6262,226
6262,8866
6262,3786
6830,6638
6830,1868
6830,1660
6830,6570
6830,15245
6830,2617
6830,7735
6830,10322
6830,5935
6830,3046
6830,1201
6830,7767
6830,5400
6830,7925
6830,5971
6830,762
6830,6212
6830,10627
6830,2580
6830,2007
6830,6112
6830,2774
6830,3639
6830,5831
6830,1805
6830,3076
6830,5935
6830,12767
6830,15250
6830,8526
6830,1961
6830,226
6830,8866
6830,3786
6638,1868
6638,1660
6638,6570
6638,15245
6638,2617
6638,7735
6638,10322
6638,5935
6638,3046
6638,1201
6638,7767
6638,5400
6638,7925
6638,5971
6638,762
6638,6212
6638,10627
6638,2580
6638,2007
6638,6112
6638,2774
6638,3639
6638,5831
6638,1805
6638,3076
6638,5935
6638,12767
6638,15250
6638,8526
6638,1961
6638,226
6638,8866
6638,3786
1868,1660
1868,6570
1868,15245
1868,2617
1868,7735
1868,10322
1868,5935
1868,3046
1868,1201
1868,7767
1868,5400
1868,7925
1868,5971
1868,762
1868,6212
1868,10627
1868,2580
1868,2007
1868,6112
1868,2774
1868,3639
1868,5831
1868,1805
1868,3076
1868,5935
1868,12767
1868,15250
1868,8526
1868,1961
1868,226
1868,8866
1868,3786
1660,6570
1660,15245
1660,2617
1660,7735
1660,10322
1660,5935
1660,3046
1660,1201
1660,7767
1660,5400
1660,7925
1660,5971
1660,762
1660,6212
1660,10627
1660,2580
1660,2007
1660,6112
1660,2774
1660,3639
1660,5831
1660,1805
1660,3076
1660,5935
1660,12767
1660,15250
1660,8526
1660,1961
1660,226
1660,8866
1660,3786
6570,15245
6570,2617
6570,7735
6570,10322
6570,5935
6570,3046
6570,1201
6570,7767
6570,5400
6570,7925
6570,5971
6570,762
6570,6212
6570,10627
6570,2580
6570,2007
6570,6112
6570,2774
6570,3639
6570,5831
6570,1805
6570,3076
6570,5935
6570,12767
6570,15250
6570,8526
6570,1961
6570,226
6570,8866
6570,3786
15245,2617
15245,7735
15245,10322
15245,5935
15245,3046
15245,1201
15245,7767
15245,5400
15245,7925
15245,5971
15245,762
15245,6212
15245,10627
15245,2580
15245,2007
15245,6112
15245,2774
15245,3639
15245,5831
15245,1805
15245,3076
15245,5935
15245,12767
15245,15250
15245,8526
15245,1961
15245,226
15245,8866
15245,3786
2617,7735
2617,10322
2617,5935
2617,3046
2617,1201
2617,7767
2617,5400
2617,7925
2617,5971
2617,762
2617,6212
2617,10627
2617,2580
2617,2007
2617,6112
2617,2774
2617,3639
2617,5831
2617,1805
2617,3076
2617,5935
2617,12767
2617,15250
2617,8526
2617,1961
2617,226
2617,8866
2617,3786
7735,10322
7735,5935
7735,3046
7735,1201
7735,7767
7735,5400
7735,7925
7735,5971
7735,762
7735,6212
7735,10627
7735,2580
7735,2007
7735,6112
7735,2774
7735,3639
7735,5831
7735,1805
7735,3076
7735,5935
7735,12767
7735,15250
7735,8526
7735,1961
7735,226
7735,8866
7735,3786
10322,5935
10322,3046
10322,1201
10322,7767
10322,5400
10322,7925
10322,5971
10322,762
10322,6212
10322,10627
10322,2580
10322,2007
10322,6112
10322,2774
10322,3639
10322,5831
10322,1805
10322,3076
10322,5935
10322,12767
10322,15250
10322,8526
10322,1961
10322,226
10322,8866
10322,3786
5935,3046
5935,1201
5935,7767
5935,5400
5935,7925
5935,5971
5935,762
5935,6212
5935,10627
5935,2580
5935,2007
5935,6112
5935,2774
5935,3639
5935,5831
5935,1805
5935,3076
5935,5935
5935,12767
5935,15250
5935,8526
5935,1961
5935,226
5935,8866
5935,3786
3046,1201
3046,7767
3046,5400
3046,7925
3046,5971
3046,762
3046,6212
3046,10627
3046,2580
3046,2007
3046,6112
3046,2774
3046,3639
3046,5831
3046,1805
3046,3076
3046,5935
3046,12767
3046,15250
3046,8526
3046,1961
3046,226
3046,8866
3046,3786
1201,7767
1201,5400
1201,7925
1201,5971
1201,762
1201,6212
1201,10627
1201,2580
1201,2007
1201,6112
1201,2774
1201,3639
1201,5831
1201,1805
1201,3076
1201,5935
1201,12767
1201,15250
1201,8526
1201,1961
1201,226
1201,8866
1201,3786
7767,5400
7767,7925
7767,5971
7767,762
7767,6212
7767,10627
7767,2580
7767,2007
7767,6112
7767,2774
7767,3639
7767,5831
7767,1805
7767,3076
7767,5935
7767,12767
7767,15250
7767,8526
7767,1961
7767,226
7767,8866
7767,3786
5400,7925
5400,5971
5400,762
5400,6212
5400,10627
5400,2580
5400,2007
5400,6112
5400,2774
5400,3639
5400,5831
5400,1805
5400,3076
5400,5935
5400,12767
5400,15250
5400,8526
5400,1961
5400,226
5400,8866
5400,3786
7925,5971
7925,762
7925,6212
7925,10627
7925,2580
7925,2007
7925,6112
7925,2774
7925,3639
7925,5831
7925,1805
7925,3076
7925,5935
7925,12767
7925,15250
7925,8526
7925,1961
7925,226
7925,8866
7925,3786
5971,762
5971,6212
5971,10627
5971,2580
5971,2007
5971,6112
5971,2774
5971,3639
5971,5831
5971,1805
5971,3076
5971,5935
5971,12767
5971,15250
5971,8526
5971,1961
5971,226
5971,8866
5971,3786
762,6212
762,10627
762,2580
762,2007
762,6112
762,2774
762,3639
762,5831
762,1805
762,3076
762,5935
762,12767
762,15250
762,8526
762,1961
762,226
762,8866
762,3786
6212,10627
6212,2580
6212,2007
6212,6112
6212,2774
6212,3639
6212,5831
6212,1805
6212,3076
6212,5935
6212,12767
6212,15250
6212,8526
6212,1961
6212,226
6212,8866
6212,3786
10627,2580
10627,2007
10627,6112
10627,2774
10627,3639
10627,5831
10627,1805
10627,3076
10627,5935
10627,12767
10627,15250
10627,8526
10627,1961
10627,226
10627,8866
10627,3786
2580,2007
2580,6112
2580,2774
2580,3639
2580,5831
2580,1805
2580,3076
2580,5935
2580,12767
2580,15250
2580,8526
2580,1961
2580,226
2580,8866
2580,3786
2007,6112
2007,2774
2007,3639
2007,5831
2007,1805
2007,3076
2007,5935
2007,12767
2007,15250
2007,8526
2007,1961
2007,226
2007,8866
2007,3786
6112,2774
6112,3639
6112,5831
6112,1805
6112,3076
6112,5935
6112,12767
6112,15250
6112,8526
6112,1961
6112,226
6112,8866
6112,3786
2774,3639
2774,5831
2774,1805
2774,3076
2774,5935
2774,12767
2774,15250
2774,8526
2774,1961
2774,226
2774,8866
2774,3786
3639,5831
3639,1805
3639,3076
3639,5935
3639,12767
3639,15250
3639,8526
3639,1961
3639,226
3639,8866
3639,3786
5831,1805
5831,3076
5831,5935
5831,12767
5831,15250
5831,8526
5831,1961
5831,226
5831,8866
5831,3786
1805,3076
1805,5935
1805,12767
